,Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,BB%,K%,AVG,OBP,SLG,OPS,ISO,BABIP,wOBA,wRC+,LD%,GB%,FB%,IFFB%,Pull%,SwStr%,PlayerId,EDB Team,TWTC Team,BL Team
108,Luis Matos,SFG,"AA,AAA",22,61,253,288,62,34,18,0,10,33,41,21,26,10,7,1,0.072916666,0.090277777,0.245059288,0.322916666,0.434782608,0.757699274,0.18972332,0.235294117,0.333456001141005,85.8090462110713,0.204347826,0.347826086,0.447826086,0.310679611,0.53246753,0.06081755,26467,BurghtownOs,Dick Pole's Tent Pitching Camp,
109,Spencer Horwitz,TOR,AAA,26,57,212,259,71,43,22,2,4,41,38,44,41,3,3,3,0.169884169,0.158301158,0.33490566,0.455598455,0.514150943,0.969749398,0.179245283,0.401197604,0.436156984922048,158.255754024241,0.349112426,0.384615384,0.266272189,0.177777777,0.39534884,0.06432749,26477,Montgomery Biscuits,Dick Pole's Tent Pitching Camp,
110,Noelvi Marte,CIN,AAA,22,12,53,53,8,7,1,0,0,3,2,0,15,0,1,0,0.0,0.283018867,0.150943396,0.150943396,0.16981132,0.320754716,0.018867924,0.210526315,0.144905635770761,-28.4294748828103,0.210526315,0.578947368,0.210526315,0.25,0.42105263,0.15942029,26517,,Tucker Good Then Naylor,No Crying in Baseball
111,Angel Martinez,CLE,"AAA,CPX",22,34,123,147,32,20,6,0,6,23,16,20,21,2,3,3,0.136054421,0.142857142,0.260162601,0.369863013,0.455284552,0.825147565,0.195121951,0.268041237,0.370516200588174,116.09590546391,0.213592233,0.398058252,0.388349514,0.2,0.48076923,0.06678383,26540,,,
112,Jonatan Clase,SEA,AAA,22,70,276,325,74,45,14,4,11,51,38,43,82,0,28,11,0.132307692,0.252307692,0.268115942,0.361111111,0.467391304,0.828502415,0.199275362,0.335106382,0.364327025818236,105.632340662266,0.275510204,0.367346938,0.357142857,0.157142857,0.41293532,0.10334347,26599,,Tanner Houck Tuah,Woo-Suk Go Away
113,Austin Martin,MIN,AAA,25,19,62,88,18,14,3,0,1,16,9,21,7,2,4,0,0.238636363,0.079545454,0.29032258,0.46590909,0.387096774,0.853005864,0.096774194,0.298245614,0.404634948481212,138.050873924211,0.254545454,0.327272727,0.418181818,0.130434782,0.31034483,0.04381443,27462,Heaters,,
114,Dillon Dingler,DET,AAA,25,71,263,301,81,49,15,0,17,44,52,30,61,3,5,1,0.099667774,0.202657807,0.30798479,0.378737541,0.558935361,0.937672902,0.250950571,0.336842105,0.404202264408732,137.773533663467,0.275362318,0.318840579,0.405797101,0.142857142,0.42512077,0.11472603,27464,,,
115,Spencer Torkelson,DET,AAA,24,58,226,275,54,30,13,0,11,41,43,42,85,2,1,0,0.152727272,0.309090909,0.238938053,0.356363636,0.442477876,0.798841512,0.203539823,0.318518518,0.355071956658885,106.282167957244,0.227586206,0.255172413,0.517241379,0.226666666,0.40816327,0.11557377,27465,The Authority,Tokyo Airport Sushi,The Jobu’s
116,Tyler Soderstrom,OAK,AAA,22,27,102,119,25,10,8,0,7,16,19,12,31,5,0,1,0.100840336,0.260504201,0.245098039,0.352941176,0.529411764,0.88235294,0.284313725,0.28125,0.377079180741714,112.685709482245,0.253521126,0.450704225,0.295774647,0.047619047,0.43661972,0.10625,27467,Heaters,Dick Pole's Tent Pitching Camp,Woo-Suk Go Away
117,Zach DeLoach,CHW,AAA,25,85,313,357,86,63,16,2,5,51,45,38,96,4,18,2,0.106442577,0.268907563,0.274760383,0.358543417,0.386581469,0.745124886,0.111821086,0.378504672,0.34179874478268,97.7743529560029,0.319444444,0.421296296,0.259259259,0.107142857,0.37327189,0.14109091,27471,,,
118,Jordan Walker,STL,AAA,22,78,319,352,82,49,21,3,9,35,33,29,67,2,4,2,0.082386363,0.190340909,0.257053291,0.321022727,0.426332288,0.747355015,0.169278997,0.297959183,0.331711174920201,91.30845916914,0.236,0.444,0.32,0.2375,0.42913386,0.12346626,27475,Lakeland Flying Tigers,Tha killer b's,Mr.Baseball
119,Nick Gonzales,PIT,AAA,25,30,120,137,43,23,14,2,4,33,19,13,24,3,0,3,0.09489051,0.175182481,0.358333333,0.430656934,0.608333333,1.038990267,0.25,0.419354838,0.450076941156039,167.178116868194,0.178947368,0.389473684,0.431578947,0.170731707,0.46391753,0.14553015,27490,,Hoerner for Nico,Gus’s Goons
120,Rece Hinds,CIN,AAA,23,91,346,387,74,42,16,2,14,46,45,36,146,3,18,3,0.093023255,0.377260981,0.213872832,0.291989664,0.393063583,0.685053247,0.179190751,0.319148936,0.304302521165788,73.7401601206132,0.231155778,0.442211055,0.326633165,0.215384615,0.41089109,0.19193234,27493,BurghtownOs,Tucker Good Then Naylor,Kelly Leak; Es un bandido
121,Justin Foscue,TEX,"AAA,CPX",25,42,143,185,40,25,10,0,5,25,27,38,27,3,3,2,0.205405405,0.145945945,0.279720279,0.437837837,0.454545454,0.892383291,0.174825175,0.3125,0.412450198869447,132.605638543598,0.21238938,0.451327433,0.336283185,0.263157894,0.51694915,0.05820106,27501,Houston Buffalos,,The Jobu’s
122,Edouard Julien,MIN,AAA,25,49,186,233,45,29,8,1,7,33,20,46,73,1,6,0,0.197424892,0.313304721,0.241935483,0.394849785,0.40860215,0.803451935,0.166666667,0.358490566,0.370530848873072,116.190952380268,0.256637168,0.460176991,0.28318584,0.0,0.45132743,0.08956693,27534,Rantiago,,The Jobu’s
123,Duke Ellis,CHW,"AA,AAA",26,70,221,256,51,42,4,2,3,38,28,24,56,5,51,4,0.09375,0.21875,0.23076923,0.316205533,0.307692307,0.62389784,0.076923077,0.29090909,0.295258060981162,76.8496960997139,0.175757575,0.581818181,0.242424242,0.2,0.32941176,0.09263158,27543,,,
124,Garrett Mitchell,MIL,"AAA,CPX",25,14,51,61,16,10,2,0,4,9,13,8,12,1,4,1,0.13114754,0.196721311,0.31372549,0.409836065,0.588235294,0.998071359,0.274509804,0.333333333,0.433487725062448,153.967347803032,0.225,0.475,0.3,0.083333333,0.425,0.08296943,27555,Savannah Bananas,,
125,Casey Schmitt,SFG,AAA,25,67,266,303,75,47,14,1,13,41,56,25,64,4,10,2,0.08250825,0.211221122,0.281954887,0.343234323,0.488721804,0.831956127,0.206766917,0.314720812,0.356982582254915,100.148325767981,0.269230769,0.35576923,0.375,0.153846153,0.38862559,0.14143246,27577,,,
126,Jacob Hurtubise,CIN,"A+,AAA,CPX",26,39,137,164,31,24,3,2,2,22,10,19,33,6,10,1,0.115853658,0.201219512,0.226277372,0.345679012,0.321167883,0.666846895,0.094890511,0.284313725,0.315408958494663,80.9881147174012,0.320388349,0.427184466,0.252427184,0.307692307,0.48113208,0.07154213,27599,,,
127,Alika Williams,PIT,AAA,25,35,137,158,42,31,9,2,0,22,13,19,28,0,2,0,0.120253164,0.177215189,0.306569343,0.388535031,0.401459854,0.789994885,0.094890511,0.381818181,0.362744270995923,111.199940054886,0.229357798,0.449541284,0.321100917,0.342857142,0.38738739,0.0955414,27604,,,
128,Nick Loftin,KCR,AAA,25,36,138,158,47,32,10,0,5,25,25,17,21,2,4,2,0.107594936,0.132911392,0.34057971,0.417721518,0.52173913,0.939460648,0.18115942,0.371681415,0.416793243794501,145.844053767995,0.279661016,0.432203389,0.288135593,0.264705882,0.52542373,0.08226691,27630,,,
129,Michael Massey,KCR,"AA,AAA",26,13,55,58,17,8,7,0,2,11,10,3,11,0,1,0,0.051724137,0.189655172,0.309090909,0.344827586,0.545454545,0.890282131,0.236363636,0.357142857,0.384750086685706,126.774841535958,0.261904761,0.38095238,0.357142857,0.133333333,0.40909091,0.11818182,27684,,Bulldog,
130,Joey Wiemer,CIN,AAA,25,60,220,268,49,33,13,0,3,31,22,46,72,2,7,4,0.171641791,0.268656716,0.222727272,0.361940298,0.322727272,0.68466757,0.1,0.317241379,0.328443474511602,89.2139404637102,0.216216216,0.452702702,0.331081081,0.183673469,0.5033557,0.12244898,27690,,,
131,Eric Yang,CIN,"AA,AAA",26,29,76,95,14,9,5,0,0,7,7,16,22,3,0,0,0.168421052,0.231578947,0.184210526,0.347368421,0.25,0.597368421,0.065789474,0.259259259,0.301962679310848,84.3777637460282,0.134615384,0.48076923,0.384615384,0.3,0.40740741,0.09768638,27698,,,
132,Brett Wisely,SFG,AAA,25,32,119,140,37,25,7,1,4,21,14,19,21,0,3,4,0.135714285,0.15,0.310924369,0.402877697,0.487394957,0.890272654,0.176470588,0.347368421,0.395953996147183,124.460876480268,0.282828282,0.404040404,0.313131313,0.193548387,0.4040404,0.08118081,27735,,,
133,Pete Crow-Armstrong,CHC,AAA,22,26,110,117,28,12,9,2,5,22,14,6,32,1,10,0,0.051282051,0.273504273,0.254545454,0.299145299,0.509090909,0.808236208,0.254545455,0.315068493,0.343019907330644,98.557089277959,0.22368421,0.368421052,0.407894736,0.129032258,0.52564103,0.15437788,27769,Savannah Bananas,Hoerner for Nico,Woo-Suk Go Away
134,Pedro Leon,HOU,AAA,26,93,370,424,110,68,21,2,19,62,74,37,111,12,23,8,0.08726415,0.261792452,0.297297297,0.376777251,0.518918918,0.895696169,0.221621621,0.374485596,0.389328538946754,120.327545197425,0.271317829,0.395348837,0.333333333,0.290697674,0.52471483,0.14014688,27781,Houston Buffalos,,
135,Matt Mervis,CHC,AAA,26,55,210,243,50,25,12,0,13,24,37,24,62,5,2,2,0.098765432,0.255144032,0.238095238,0.32510288,0.48095238,0.80605526,0.242857142,0.26618705,0.35032984160592,103.242584323568,0.202702702,0.317567567,0.479729729,0.338028169,0.56291391,0.15282051,27845,Florence Y'alls,,Gus’s Goons
136,Adael Amador,COL,AA,21,77,293,351,65,46,6,1,12,47,42,50,71,5,28,7,0.142450142,0.202279202,0.221843003,0.343839541,0.372013651,0.715853192,0.150170648,0.251184834,0.335278695668053,108.937616096663,0.232876712,0.452054794,0.315068493,0.231884057,0.5426009,0.08386638,27962,Heaters,Super Duper Melonheads,Back to the Minors
137,Jasson Dominguez,NYY,"A,AA,AAA",21,38,144,159,43,30,6,0,7,22,24,14,36,1,8,0,0.088050314,0.226415094,0.298611111,0.364779874,0.486111111,0.850890985,0.1875,0.356435643,0.382528028773061,128.654611470926,0.235849056,0.471698113,0.29245283,0.225806451,0.53703704,0.11033275,28080,Aidand4,Tanner Houck Tuah,Big Lake Owls
138,Junior Caminero,TBR,"AAA,CPX",20,59,234,258,64,38,10,0,16,37,39,21,52,2,1,1,0.081395348,0.201550387,0.273504273,0.337209302,0.521367521,0.858576823,0.247863248,0.287425149,0.374514450629552,117.328663649785,0.204545454,0.517045454,0.27840909,0.183673469,0.44262295,0.11507937,28163,Lakeland Flying Tigers,Wander if she's Legal,No Crying in Baseball
139,Coby Mayo,BAL,"A+,AAA",22,81,315,357,97,47,25,2,23,60,67,36,88,4,4,4,0.100840336,0.246498599,0.307936507,0.383753501,0.619047619,1.00280112,0.311111112,0.3592233,0.428121012918065,153.391539404202,0.238738738,0.301801801,0.459459459,0.166666666,0.47345133,0.11679885,28312,Lakeland Flying Tigers,Tanner Houck Tuah,Woo-Suk Go Away
140,Blake Dunn,CIN,AAA,25,83,293,347,72,50,14,2,6,50,31,39,98,7,16,2,0.11239193,0.282420749,0.245733788,0.347058823,0.368600682,0.715659505,0.122866894,0.347368421,0.331114033916417,90.9257059035979,0.244791666,0.390625,0.364583333,0.285714285,0.35643564,0.11061947,29487,,,
141,James Wood,WSN,AAA,21,52,190,231,67,41,16,0,10,44,37,40,42,0,10,1,0.173160173,0.181818181,0.352631578,0.463203463,0.594736842,1.057940305,0.242105264,0.410071942,0.461704317123993,174.63098996386,0.292517006,0.523809523,0.183673469,0.148148148,0.39072848,0.10722101,29518,jstocs5,Tanner Houck Tuah,Back to the Minors
142,Ryan Bliss,SEA,AAA,24,65,246,301,66,38,14,3,11,46,49,45,71,4,36,7,0.149501661,0.235880398,0.268292682,0.383333333,0.483739837,0.86707317,0.215447155,0.325443786,0.381999346415201,115.755184399942,0.231638418,0.451977401,0.31638418,0.089285714,0.40331492,0.13906752,29547,,,
143,Adrian Del Castillo,ARI,AAA,24,100,395,452,126,63,36,3,24,86,70,52,76,4,0,0,0.115044247,0.168141592,0.318987341,0.402654867,0.607594936,1.010249803,0.288607595,0.344594594,0.428030530123838,144.472014930047,0.298742138,0.333333333,0.367924528,0.222222222,0.42367601,0.09815586,29554,,Greenville Drive,Moneyball
144,Ben Rice,NYY,"AA,AAA",25,60,222,268,61,34,12,0,15,45,36,40,56,4,9,1,0.149253731,0.208955223,0.274774774,0.393258426,0.531531531,0.924789957,0.256756757,0.302631578,0.412220782108521,155.885560150731,0.246987951,0.391566265,0.361445783,0.233333333,0.48502994,0.1183953,29576,jstocs5,,Back to the Minors
145,Connor Norby,BAL,AAA,24,91,371,429,109,68,23,1,17,76,60,50,119,4,13,3,0.116550116,0.277389277,0.293800539,0.379953379,0.498652291,0.87860567,0.204851752,0.384937238,0.387601522021082,127.132850275403,0.255905511,0.389763779,0.354330708,0.111111111,0.50390625,0.14106396,29592,Florence Y'alls,Tha killer b's,Mr.Baseball
146,Justyn-Henry Malloy,DET,AAA,24,45,150,195,38,17,15,0,6,23,27,39,52,3,3,3,0.2,0.266666666,0.253333333,0.41025641,0.473333333,0.883589743,0.22,0.336842105,0.396798407725798,133.027836575106,0.28,0.37,0.35,0.285714285,0.50980392,0.10904872,29606,Houston Buffalos,Hoerner for Nico,Gus’s Goons
147,Henry Davis,PIT,"AA,AAA",24,52,194,229,58,32,14,0,12,41,37,22,58,11,7,0,0.096069868,0.253275109,0.298969072,0.400881057,0.55670103,0.957582087,0.257731958,0.370967741,0.417978519623258,147.161066363668,0.246268656,0.291044776,0.462686567,0.274193548,0.47058824,0.15585893,29617,Heaters,,Satchel’s Pages
148,Joey Loperfido,HOU,AAA,25,39,162,189,44,23,7,1,13,41,33,21,53,4,9,1,0.111111111,0.28042328,0.271604938,0.365079365,0.567901234,0.932980599,0.296296296,0.31632653,0.391824235571896,121.884500532148,0.175925925,0.5,0.324074074,0.028571428,0.45045045,0.10431154,29630,Houston Buffalos,Tucker Good Then Naylor,Moneyball
149,Will Wagner,TOR,AAA,25,77,286,355,90,67,15,2,6,57,43,59,37,4,3,1,0.166197183,0.104225352,0.314685314,0.432203389,0.444055944,0.876259333,0.12937063,0.338709677,0.401298307429599,128.62873359025,0.240963855,0.489959839,0.269076305,0.149253731,0.37944664,0.05180641,29634,Savannah Bananas,Tucker Good Then Naylor,Peter Off Brand 🏆
150,Hunter Goodman,COL,AAA,24,20,84,91,25,7,10,1,7,14,22,6,19,1,0,0,0.065934065,0.208791208,0.297619047,0.351648351,0.69047619,1.042124541,0.392857143,0.310344827,0.427613595684806,144.21190787515,0.215384615,0.415384615,0.369230769,0.208333333,0.50769231,0.15562914,29715,,,
151,Brett Harris,OAK,"AAA,CPX",26,49,176,209,52,36,7,1,8,35,36,30,46,3,5,2,0.143540669,0.220095693,0.295454545,0.406698564,0.482954545,0.889653109,0.1875,0.360655737,0.398946443528079,125.848444286537,0.244094488,0.519685039,0.236220472,0.233333333,0.46923077,0.09268293,29788,,,
152,Kyle Manzardo,CLE,AAA,23,70,245,306,66,31,17,1,17,54,42,51,51,5,3,1,0.166666666,0.166666666,0.269387755,0.39869281,0.55510204,0.95379485,0.285714285,0.269230769,0.410569996033844,141.855099086312,0.260204081,0.311224489,0.428571428,0.142857142,0.46231156,0.07741935,29794,Lakeland Flying Tigers,Tucker Good Then Naylor,Back to the Minors
153,Tyler Black,MIL,AAA,23,80,308,368,85,58,12,4,11,47,52,47,61,11,16,3,0.127717391,0.165760869,0.275974025,0.388586956,0.448051948,0.836638904,0.172077923,0.310924369,0.377602503962347,120.723716101157,0.27125506,0.388663967,0.340080971,0.214285714,0.41295547,0.07896626,29949,The Authority,Hoerner for Nico,Mr.Baseball
154,Jordan Lawlar,ARI,"AAA,CPX",21,13,49,58,16,9,5,1,1,11,16,6,11,2,5,1,0.103448275,0.189655172,0.326530612,0.413793103,0.530612244,0.944405347,0.204081632,0.394736842,0.427132613700011,137.967378389883,0.27027027,0.486486486,0.243243243,0.111111111,0.39473684,0.13333333,29976,Savannah Bananas,Super Duper Melonheads,No Crying in Baseball
