ID,Pos,Player,Team,Eligible,Status,Age,Opponent,AB,H,R,HR,RBI,SO,SB,OPS,GP,FANTRAXID,IDFANGRAPHS,MLBID,wOBA,xwOBA,BABIP+,K%,BB%,wRC+,PA,Contact%,Swing%,Pitches,Z-Swing%,O-Swing%,HardHit%,Zone%,est_woba_minus_woba_diff,est_slg_minus_slg_diff,est_ba_minus_ba_diff,bip,brl_pa,ev95plus,avg_hit_speed,avg_hit_angle,ev50,Swings,Swing Decisions,Z-Pitches,Z-Swings,O-Pitches,O-Swings,team_name
*05uy1*,OF,Justyn-Henry Malloy,DET,"3B,OF",Res,24,BAL Fri 5:40PM,192,41,18,8,20,79,1,0.682,63,*05uy1*,29606,669234.0,0.299,0.27,109.0,0.366,0.09699999999999999,94.0,216.0,0.669,0.44299999999999995,923.0,0.6890000000000001,0.245,0.368,0.446,0.0289999999999999,0.0469999999999999,0.0289999999999999,114.0,6.0,42.0,87.4,18.8,98.3,408.88899999999995,44.400000000000006,411.658,283.63236200000006,511.34200000000004,125.27879000000001,Houston Buffalos
*04yig*,SS,Brooks Lee,MIN,"3B,SS",Res,23,CIN Fri 7:10PM,135,30,9,3,18,22,3,0.586,37,*04yig*,31595,686797.0,0.255,0.279,84.0,0.151,0.062,63.0,146.0,0.82,0.504,485.0,0.6829999999999999,0.376,0.261,0.41700000000000004,-0.024,-0.0319999999999999,-0.0189999999999999,115.0,4.1,30.0,86.2,13.6,96.1,244.44,30.699999999999996,202.245,138.133335,282.755,106.31587999999999,Houston Buffalos
*05jqi*,UT,Shay Whitcomb,HOU,"3B,SS",Res,25,@LAA Fri 8:38PM,36,8,1,0,4,8,0,0.623,18,*05jqi*,27789,694376.0,0.283,0.352,100.0,0.195,0.122,84.0,41.0,0.821,0.46399999999999997,169.0,0.7040000000000001,0.289,0.429,0.423,-0.069,-0.123,-0.059,28.0,4.9,12.0,87.9,17.7,100.3,78.416,41.50000000000001,71.487,50.326848,97.51299999999999,28.181256999999995,Houston Buffalos
*031b3*,2B,Isiah Kiner-Falefa,PIT,"2B,3B,SS,OF",Res,29,KC Fri 5:40PM,404,109,51,8,42,66,9,0.694,120,*031b3*,16512,643396.0,0.304,0.288,105.0,0.152,0.037000000000000005,97.0,435.0,0.8759999999999999,0.451,1509.0,0.621,0.318,0.271,0.43799999999999994,0.016,0.029,0.017,343.0,1.8,95.0,85.5,8.5,96.3,680.559,30.3,660.9419999999999,410.4449819999999,848.0580000000001,269.68244400000003,Houston Buffalos
*05yfl*,OF,Joey Loperfido,TOR,OF,Res,25,STL Fri 6:07PM,213,49,22,4,24,80,3,0.655,70,*05yfl*,29630,694388.0,0.285,0.267,121.0,0.348,0.048,85.0,230.0,0.687,0.528,862.0,0.73,0.379,0.35600000000000004,0.423,0.0179999999999999,0.0399999999999999,0.014,135.0,2.6,48.0,88.2,13.8,98.3,455.136,35.099999999999994,364.626,266.17697999999996,497.37399999999997,188.50474599999998,Houston Buffalos
*0518b*,2B,Oliver Dunn,MIL,"2B,3B",IR,27,@ARI Fri 8:40PM,95,21,11,1,7,40,3,0.597,41,*0518b*,26295,686554.0,0.266,0.262,126.0,0.385,0.057999999999999996,68.0,104.0,0.69,0.44,418.0,0.65,0.242,0.446,0.486,0.004,-0.005,0.015,56.0,2.9,26.0,89.1,6.6,101.0,183.92,40.800000000000004,203.148,132.0462,214.852,51.994184,Houston Buffalos
*05ajg*,SS,Ha-seong Kim,SD,"2B,3B,SS",IR,28,@SF Fri 9:15PM,403,94,60,11,47,77,22,0.7,121,*05ajg*,27506,673490.0,0.308,0.316,88.0,0.16399999999999998,0.12300000000000001,101.0,470.0,0.8590000000000001,0.37799999999999995,1983.0,0.581,0.215,0.354,0.44799999999999995,-0.008,0.01,-0.0159999999999999,333.0,3.4,118.0,87.9,15.1,98.6,749.5739999999998,36.6,888.3839999999999,516.1511039999999,1094.616,235.34243999999998,Houston Buffalos
*025dn*,OF,Christian Yelich,MIL,OF,IR,32,@ARI Fri 8:40PM,270,85,44,11,42,58,21,0.909,73,*025dn*,11477,592885.0,0.391,0.376,124.0,0.184,0.127,153.0,315.0,0.799,0.455,1268.0,0.721,0.29100000000000004,0.465,0.382,0.015,0.023,0.017,214.0,5.4,100.0,91.1,5.2,103.0,576.94,42.99999999999999,484.37600000000003,349.235096,783.624,228.03458400000002,Houston Buffalos
*05ahg*,C,Austin Wells,NYY,C,Act,25,BOS Fri 6:05PM,313,79,39,13,50,76,1,0.774,103,*05ahg*,27562,669224.0,0.337,0.358,100.0,0.207,0.113,120.0,362.0,0.753,0.499,1404.0,0.755,0.306,0.401,0.428,-0.0209999999999999,-0.0339999999999999,-0.009,242.0,6.4,97.0,89.1,16.7,100.1,700.596,44.9,600.912,453.68856000000005,803.0880000000001,245.74492800000002,Lakeland Flying Tigers
*05ub0*,2B,Zack Gelof,OAK,2B,Act,24,@CHW Fri 6:40PM,444,93,56,17,45,168,23,0.643,123,*05ub0*,29766,680869.0,0.283,0.275,102.0,0.344,0.07200000000000001,86.0,485.0,0.648,0.506,1830.0,0.741,0.322,0.36200000000000004,0.439,0.0079999999999999,0.017,0.0119999999999999,279.0,5.4,101.0,89.1,14.3,98.7,925.98,41.9,803.37,595.29717,1026.6299999999999,330.57485999999994,Lakeland Flying Tigers
*05udp*,3B,Elly De La Cruz,CIN,"3B,SS",Act,22,@MIN Fri 7:10PM,560,145,96,23,65,196,64,0.812,146,*05udp*,26668,682829.0,0.35,0.332,120.0,0.307,0.10300000000000001,119.0,631.0,0.682,0.42100000000000004,2503.0,0.617,0.28800000000000003,0.45899999999999996,0.405,0.0179999999999999,0.0309999999999999,0.017,366.0,7.3,168.0,92.0,10.4,103.2,1053.7630000000001,32.9,1013.715,625.462155,1489.2849999999999,428.91408,Lakeland Flying Tigers
*05ua7*,SS,Jackson Merrill,SD,"SS,OF",Act,21,@SF Fri 9:15PM,504,144,72,23,83,96,16,0.81,142,*05ua7*,29490,701538.0,0.344,0.368,105.0,0.17800000000000002,0.046,125.0,538.0,0.8109999999999999,0.568,2029.0,0.8,0.391,0.435,0.43200000000000005,-0.024,-0.045,-0.014,416.0,8.7,181.0,90.2,14.9,100.6,1152.472,40.900000000000006,876.5280000000001,701.2224000000001,1152.472,450.616552,Lakeland Flying Tigers
*05ras*,OF,Colton Cowser,BAL,OF,Act,24,@DET Fri 5:40PM,448,109,70,20,62,153,8,0.763,139,*05ras*,29591,681297.0,0.33,0.33,112.0,0.302,0.09699999999999999,118.0,507.0,0.7120000000000001,0.442,2091.0,0.6629999999999999,0.27699999999999997,0.45,0.42700000000000005,0.0,-0.002,0.0099999999999999,298.0,7.9,137.0,90.3,12.7,101.7,924.222,38.599999999999994,892.8570000000001,591.964191,1198.1429999999998,331.8856109999999,Lakeland Flying Tigers
*04ee8*,OF,Heliot Ramos,SF,OF,Act,25,SD Fri 9:15PM,418,112,46,20,67,122,6,0.792,107,*04ee8*,22515,671218.0,0.341,0.34,112.0,0.266,0.075,121.0,455.0,0.7240000000000001,0.503,1749.0,0.758,0.327,0.47,0.408,0.001,-0.021,0.021,298.0,9.9,140.0,91.2,10.2,102.7,879.747,43.1,713.592,540.902736,1035.4080000000001,338.57841600000006,Lakeland Flying Tigers
*05gbf*,OF,Jordan Walker,STL,OF,Act,22,@TOR Fri 6:07PM,110,19,10,2,10,37,1,0.522,35,*05gbf*,27475,691023.0,0.235,0.278,80.0,0.303,0.059000000000000004,49.0,119.0,0.6920000000000001,0.49,457.0,0.716,0.33899999999999997,0.405,0.4,-0.043,-0.0539999999999999,-0.036,74.0,5.9,30.0,90.7,12.6,101.0,223.93,37.7,182.8,130.8848,274.2,92.95379999999999,Lakeland Flying Tigers
*04mra*,UT,Ezequiel Tovar,COL,SS,Act,23,CHC Fri 7:40PM,590,157,76,22,66,179,6,0.752,142,*04mra*,24064,678662.0,0.322,0.29,117.0,0.287,0.032,94.0,623.0,0.6920000000000001,0.619,2266.0,0.825,0.48100000000000004,0.40700000000000003,0.4,0.032,0.061,0.032,419.0,5.9,171.0,89.0,19.3,99.4,1402.654,34.39999999999999,906.4000000000001,747.7800000000001,1359.6,653.9676000000001,Lakeland Flying Tigers
*03zcx*,UT,Will Benson,CIN,OF,Act,26,@MIN Fri 7:10PM,326,62,39,14,42,147,14,0.669,120,*03zcx*,21853,666181.0,0.293,0.274,97.0,0.396,0.106,81.0,369.0,0.647,0.473,1578.0,0.7440000000000001,0.258,0.41200000000000003,0.442,0.0189999999999999,0.045,0.008,182.0,6.0,75.0,89.3,18.1,100.0,746.394,48.60000000000001,697.476,518.9221440000001,880.5240000000001,227.17519200000004,Lakeland Flying Tigers
*04t3y*,C,Alejandro Kirk,TOR,C,Res,25,STL Fri 6:07PM,296,72,21,5,44,46,0,0.657,90,*04t3y*,22581,672386.0,0.288,0.318,92.0,0.136,0.08900000000000001,87.0,337.0,0.858,0.45899999999999996,1318.0,0.6809999999999999,0.304,0.382,0.41,-0.03,-0.038,-0.006,259.0,5.3,100.0,89.2,10.0,99.6,604.962,37.699999999999996,540.38,367.99877999999995,777.6200000000001,236.39648000000003,Lakeland Flying Tigers
*03aay*,2B,Thairo Estrada,SF,"2B,SS",Res,28,SD Fri 9:15PM,364,79,43,9,47,76,2,0.59,96,*03aay*,16426,642731.0,0.256,0.264,84.0,0.19899999999999998,0.026000000000000002,64.0,381.0,0.804,0.512,1309.0,0.6759999999999999,0.39399999999999996,0.317,0.418,-0.008,-0.0019999999999999,-0.011,290.0,3.7,92.0,86.2,10.5,97.3,670.208,28.199999999999996,547.1619999999999,369.88151199999993,761.8380000000001,300.164172,Lakeland Flying Tigers
*05xch*,3B,Junior Caminero,TB,3B,Res,21,@CLE Fri 6:10PM,109,26,11,3,12,26,2,0.681,29,*05xch*,28163,691406.0,0.308,0.301,106.0,0.21600000000000003,0.095,104.0,116.0,0.7170000000000001,0.44799999999999995,426.0,0.624,0.354,0.48100000000000004,0.35,0.007,0.009,0.011,79.0,5.2,38.0,89.3,3.7,103.9,190.84799999999998,27.0,149.1,93.0384,276.90000000000003,98.02260000000001,Lakeland Flying Tigers
*05js5*,UT,Coby Mayo,BAL,3B,Res,22,@DET Fri 5:40PM,32,3,3,0,0,16,0,0.31,13,*05js5*,28312,691723.0,0.166,0.247,66.0,0.43200000000000005,0.10800000000000001,3.0,37.0,0.569,0.486,148.0,0.7340000000000001,0.298,0.25,0.43200000000000005,-0.0809999999999999,-0.127,-0.089,16.0,0.0,4.0,87.2,5.7,96.4,71.928,43.60000000000001,63.93600000000001,46.92902400000001,84.064,25.051071999999998,Lakeland Flying Tigers
*04si3*,SS,Brayan Rocchio,CLE,SS,Res,23,TB Fri 6:10PM,347,73,49,8,32,77,10,0.626,130,*04si3*,23690,677587.0,0.28,0.283,85.0,0.191,0.098,81.0,398.0,0.802,0.469,1496.0,0.6809999999999999,0.331,0.23199999999999998,0.39399999999999996,-0.0029999999999999,0.001,-0.009,276.0,3.0,64.0,84.9,9.2,95.9,701.6239999999999,34.99999999999999,589.424,401.39774399999993,906.5760000000001,300.07665600000007,Lakeland Flying Tigers
*051b4*,OF,Jordan Beck,COL,OF,Res,23,CHC Fri 7:40PM,144,29,13,3,12,55,6,0.555,45,*051b4*,31431,687597.0,0.235,0.275,101.0,0.34600000000000003,0.07200000000000001,35.0,153.0,0.6940000000000001,0.535,550.0,0.743,0.384,0.315,0.418,-0.04,-0.0759999999999999,-0.0209999999999999,89.0,3.9,28.0,85.8,14.9,98.2,294.25,35.9,229.89999999999998,170.8157,320.1,122.9184,Lakeland Flying Tigers
*03wha*,OF,Ronald Acuna Jr.,ATL,OF,IR,26,LAD Fri 6:20PM,192,48,38,4,15,53,16,0.716,49,*03wha*,18401,660670.0,0.322,0.348,110.0,0.239,0.122,105.0,222.0,0.753,0.47,905.0,0.746,0.268,0.475,0.42200000000000004,-0.0259999999999999,-0.065,-0.012,139.0,5.9,67.0,92.2,8.5,103.1,425.34999999999997,47.8,381.91,284.90486000000004,523.0899999999999,140.18812,Lakeland Flying Tigers
